,Unnamed: 0,ID,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,TMDB ID
4992,4992,4993,An Inspector Calls,2015,7+,68/100,0,0,1,0,0,18174
4995,4995,4996,Archive,2020,18+,68/100,0,0,1,0,0,606234
5006,5006,5007,"Don't Worry, He Won't Get Far on Foot",2018,18+,68/100,0,0,1,0,0,443009
5010,5010,5011,High Life,2018,18+,68/100,0,0,1,0,0,29388
5016,5016,5017,Fathers and Daughters,2015,18+,67/100,0,0,1,0,0,254172
5017,5017,5018,Alan Partridge: Alpha Papa,2013,13+,67/100,0,0,1,0,0,177699
5030,5030,5031,Stories We Tell,2012,13+,67/100,0,0,1,0,0,128216
5031,5031,5032,Bad Samaritan,2018,18+,67/100,0,0,1,0,0,467632
5036,5036,5037,Jolt,2021,18+,67/100,0,0,1,0,0,617502
5037,5037,5038,Wiener-Dog,2016,18+,67/100,0,0,1,0,0,326094
5041,5041,5042,Arbitrage,2012,18+,67/100,0,0,1,0,0,60599
5043,5043,5044,Last Flag Flying,2017,18+,67/100,0,0,1,0,0,419709
5045,5045,5046,Macbeth,2015,18+,67/100,0,0,1,0,0,11316
5046,5046,5047,The Goldfinch,2019,18+,67/100,0,0,1,0,0,472674
5050,5050,5051,Absolutely Anything,2015,18+,67/100,0,0,1,0,0,86828
5054,5054,5055,The Taking of Deborah Logan,2014,18+,66/100,0,0,1,0,0,297608
5056,5056,5057,The Silencing,2020,18+,66/100,0,0,1,0,0,603119
5061,5061,5062,Fahrenheit 11/9,2018,18+,66/100,0,0,1,0,0,532908
5064,5064,5065,How I Live Now,2013,18+,66/100,0,0,1,0,0,162215
5071,5071,5072,Rudderless,2014,18+,66/100,0,0,1,0,0,244403
5076,5076,5077,You're Not You,2014,18+,66/100,0,0,1,0,0,290542
5077,5077,5078,After Porn Ends 2,2017,18+,66/100,0,0,1,0,0,440249
5078,5078,5079,Words on Bathroom Walls,2020,13+,66/100,0,0,1,0,0,523781
5080,5080,5081,Grease Live,2016,13+,66/100,0,0,1,0,0,348089
5086,5086,5087,Bill Frisell: A Portrait,2017,18+,66/100,0,0,1,0,0,438437
5089,5089,5090,The Souvenir,2019,18+,66/100,0,0,1,0,0,473019
5091,5091,5092,Anna,2013,18+,66/100,0,0,1,0,0,45486
5095,5095,5096,The Blackout,2019,18+,66/100,0,0,1,0,0,25170
5098,5098,5099,Light of My Life,2019,18+,65/100,0,0,1,0,0,441183
5106,5106,5107,Love & Friendship,2016,13+,65/100,0,0,1,0,0,296360
5110,5110,5111,Hell House LLC,2015,18+,65/100,0,0,1,0,0,359246
5115,5115,5116,6 Days,2017,18+,65/100,0,0,1,0,0,347984
5118,5118,5119,Seberg,2019,18+,65/100,0,0,1,0,0,510298
5121,5121,5122,Wonder Wheel,2017,13+,65/100,0,0,1,0,0,429189
5122,5122,5123,This Beautiful Fantastic,2016,7+,65/100,0,0,1,0,0,352490
5123,5123,5124,Night Hunter,2019,18+,65/100,0,0,1,0,0,30755
5125,5125,5126,Gringo,2018,18+,65/100,0,0,1,0,0,340022
5126,5126,5127,Jay and Silent Bob Reboot,2019,18+,65/100,0,0,1,0,0,440762
5129,5129,5130,Brad's Status,2017,18+,65/100,0,0,1,0,0,425980
5130,5130,5131,Radioactive,2020,13+,65/100,0,0,1,0,0,480857
5131,5131,5132,I'm Your Woman,2020,18+,65/100,0,0,1,0,0,643612
5136,5136,5137,Beast,2018,18+,65/100,0,0,1,0,0,95385
5141,5141,5142,Come to Daddy,2020,18+,65/100,0,0,1,0,0,586592
5144,5144,5145,That Sugar Film,2014,7+,65/100,0,0,1,0,0,305091
5147,5147,5148,The Program,2015,13+,65/100,0,0,1,0,0,18133
5150,5150,5151,The Tall Man,2012,18+,65/100,0,0,1,0,0,86597
5152,5152,5153,OtherLife,2017,18+,65/100,0,0,1,0,0,411999
5163,5163,5164,The Brass Teapot,2012,18+,64/100,0,0,1,0,0,127867
5165,5165,5166,Troop Zero,2019,7+,64/100,0,0,1,0,0,525946
5166,5166,5167,2:22,2017,13+,64/100,0,0,1,0,0,25038
5169,5169,5170,Guava Island,2019,18+,64/100,0,0,1,0,0,543343
5173,5173,5174,White Bird in a Blizzard,2014,18+,64/100,0,0,1,0,0,157825
5175,5175,5176,The Secret: Dare to Dream,2020,7+,64/100,0,0,1,0,0,550231
5177,5177,5178,Chemical Hearts,2020,18+,64/100,0,0,1,0,0,621013
5180,5180,5181,24 Hours to Live,2017,18+,64/100,0,0,1,0,0,470114
5188,5188,5189,Regression,2015,18+,64/100,0,0,1,0,0,241257
5197,5197,5198,Extracted,2012,18+,64/100,0,0,1,0,0,97605
5198,5198,5199,The Grand Seduction,2013,13+,64/100,0,0,1,0,0,209185
5200,5200,5201,Marauders,2016,18+,64/100,0,0,1,0,0,117961
5201,5201,5202,After the Dark,2013,18+,64/100,0,0,1,0,0,198287
5203,5203,5204,Same Kind of Different as Me,2017,13+,64/100,0,0,1,0,0,300687
5204,5204,5205,I Give It a Year,2013,18+,64/100,0,0,1,0,0,150117
5205,5205,5206,Last Shift,2014,18+,64/100,0,0,1,0,0,296065
5206,5206,5207,Look Away,2018,18+,64/100,0,0,1,0,0,526051
5207,5207,5208,The Transporter Refueled,2015,13+,64/100,0,0,1,0,0,287948
5211,5211,5212,Mortal,2020,18+,64/100,0,0,1,0,0,337632
5225,5225,5226,Arkansas,2020,18+,63/100,0,0,1,0,0,560204
5227,5227,5228,USS Indianapolis: Men of Courage,2016,18+,63/100,0,0,1,0,0,340945
5229,5229,5230,Black Butterfly,2017,18+,63/100,0,0,1,0,0,76812
5232,5232,5233,Gleason,2016,18+,63/100,0,0,1,0,0,218931
5235,5235,5236,47 Meters Down: Uncaged,2019,13+,63/100,0,0,1,0,0,480105
5237,5237,5238,Butter,2012,18+,63/100,0,0,1,0,0,79697
5240,5240,5241,Any Day Now,2012,18+,63/100,0,0,1,0,0,105526
5243,5243,5244,A Girl Like Her,2015,13+,63/100,0,0,1,0,0,153933
5245,5245,5246,Gloria Bell,2019,18+,63/100,0,0,1,0,0,491473
5257,5257,5258,Cold Skin,2017,16+,63/100,0,0,1,0,0,428399
5263,5263,5264,Kill Me Three Times,2015,18+,63/100,0,0,1,0,0,237756
5266,5266,5267,Mardaani,2014,13+,63/100,0,0,1,0,0,287767
5267,5267,5268,Wonderstruck,2017,7+,63/100,0,0,1,0,0,383709
5271,5271,5272,The Only Living Boy in New York,2017,18+,63/100,0,0,1,0,0,95608
5274,5274,5275,The Vanishing,2019,18+,62/100,0,0,1,0,0,1644
5275,5275,5276,LOL,2012,13+,62/100,0,0,1,0,0,44434
5279,5279,5280,Manhattan Night,2016,18+,62/100,0,0,1,0,0,311667
5280,5280,5281,Journey's End,2017,18+,62/100,0,0,1,0,0,37543
5289,5289,5290,Pet,2016,18+,62/100,0,0,1,0,0,353979
5291,5291,5292,Ashby,2015,18+,62/100,0,0,1,0,0,330112
5293,5293,5294,Janis: Little Girl Blue,2015,18+,62/100,0,0,1,0,0,321974
5298,5298,5299,Daawat-e-Ishq,2014,7+,62/100,0,0,1,0,0,291154
5302,5302,5303,Billionaire Boys Club,2018,18+,62/100,0,0,1,0,0,57566
5305,5305,5306,Gimme Danger,2016,18+,62/100,0,0,1,0,0,392820
5306,5306,5307,Elvis & Nixon,2016,18+,62/100,0,0,1,0,0,301348
5307,5307,5308,Texas Chainsaw 3D,2013,18+,62/100,0,0,1,0,0,76617
5312,5312,5313,Boy Meets Girl,2015,18+,62/100,0,0,1,0,0,63418
5314,5314,5315,360,2012,18+,62/100,0,0,1,0,0,89455
5320,5320,5321,Tumbledown,2015,18+,62/100,0,0,1,0,0,121154
5326,5326,5327,Assault on Wall Street,2013,18+,61/100,0,0,1,0,0,184125
5327,5327,5328,Herself,2020,18+,61/100,0,0,1,0,0,653708
5332,5332,5333,Afternoon Delight,2013,18+,61/100,0,0,1,0,0,156708
5334,5334,5335,Knights of Badassdom,2013,18+,61/100,0,0,1,0,0,74461
5338,5338,5339,Careful What You Wish For,2015,18+,61/100,0,0,1,0,0,317744
5340,5340,5341,The Family Fang,2016,18+,61/100,0,0,1,0,0,291264
5345,5345,5346,Final Score,2018,18+,61/100,0,0,1,0,0,118224
5351,5351,5352,Target Number One,2020,18+,61/100,0,0,1,0,0,526973
5359,5359,5360,Hyena Road,2015,18+,61/100,0,0,1,0,0,316042
5364,5364,5365,I'll Follow You Down,2013,13+,61/100,0,0,1,0,0,273404
5366,5366,5367,King of Thieves,2018,18+,61/100,0,0,1,0,0,520360
5368,5368,5369,The Possession of Michael King,2014,18+,61/100,0,0,1,0,0,272692
5375,5375,5376,The Ones Below,2016,18+,61/100,0,0,1,0,0,356842
5376,5376,5377,Black Box,2020,16+,61/100,0,0,1,0,0,217380
5377,5377,5378,The Kill Team,2019,18+,61/100,0,0,1,0,0,174351
5380,5380,5381,Blackbird,2019,18+,61/100,0,0,1,0,0,127862
5381,5381,5382,Goldstone,2016,18+,61/100,0,0,1,0,0,393834
5384,5384,5385,Never Surrender: A Galaxy Quest Documentary,2019,13+,61/100,0,0,1,0,0,637963
5387,5387,5388,2 Days in New York,2012,18+,61/100,0,0,1,0,0,84165
5390,5390,5391,The Lords of Salem,2012,18+,61/100,0,0,1,0,0,104755
5391,5391,5392,Serena,2014,18+,61/100,0,0,1,0,0,164251
5392,5392,5393,The Healer,2017,18+,61/100,0,0,1,0,0,192664
5394,5394,5395,Super Size Me 2: Holy Chicken!,2019,13+,60/100,0,0,1,0,0,468996
5399,5399,5400,A Fantastic Fear of Everything,2012,18+,60/100,0,0,1,0,0,101519
5411,5411,5412,Tracers,2015,13+,60/100,0,0,1,0,0,290764
5413,5413,5414,Monsters of Man,2020,18+,60/100,0,0,1,0,0,733317
5420,5420,5421,Ooops! Noah is Gone...,2015,all,60/100,0,0,1,0,0,326215
5421,5421,5422,Stick Man,2015,all,60/100,0,0,1,0,0,374251
5422,5422,5423,Operation Avalanche,2016,18+,60/100,0,0,1,0,0,376453
5423,5423,5424,A Vigilante,2019,18+,60/100,0,0,1,0,0,500904
5426,5426,5427,In Secret,2013,18+,60/100,0,0,1,0,0,172226
5428,5428,5429,The Extraordinary Journey of the Fakir,2018,all,60/100,0,0,1,0,0,407447
5431,5431,5432,The Last King,2016,18+,60/100,0,0,1,0,0,366687
5432,5432,5433,I'll See You in My Dreams,2015,13+,60/100,0,0,1,0,0,43375
5435,5435,5436,Status Update,2018,13+,60/100,0,0,1,0,0,416494
5444,5444,5445,The Baytown Outlaws,2012,18+,60/100,0,0,1,0,0,81446
5453,5453,5454,Jimmy O. Yang: Good Deal,2020,18+,60/100,0,0,1,0,0,699198
5454,5454,5455,Oddball,2015,7+,60/100,0,0,1,0,0,356905
5461,5461,5462,So Undercover,2012,13+,60/100,0,0,1,0,0,93837
5463,5463,5464,Home Sweet Hell,2015,18+,60/100,0,0,1,0,0,276839
5466,5466,5467,Siberia,2018,16+,60/100,0,0,1,0,0,34090
5468,5468,5469,Chi-Raq,2015,18+,60/100,0,0,1,0,0,340275
5477,5477,5478,Peterloo,2018,13+,60/100,0,0,1,0,0,399440
5480,5480,5481,The Confirmation,2016,13+,59/100,0,0,1,0,0,347881
5482,5482,5483,Storm Boy,2019,7+,59/100,0,0,1,0,0,14302
5487,5487,5488,Stitches,2012,18+,59/100,0,0,1,0,0,28232
5488,5488,5489,Jamesy Boy,2014,18+,59/100,0,0,1,0,0,233470
5492,5492,5493,Inconceivable,2017,18+,59/100,0,0,1,0,0,44202
5499,5499,5500,D-Day,2013,7+,59/100,0,0,1,0,0,329037
5501,5501,5502,The Commune,2016,18+,59/100,0,0,1,0,0,54750
5503,5503,5504,Parallel,2021,18+,59/100,0,0,1,0,0,348927
5505,5505,5506,Escape Plan: The Extractors,2019,18+,59/100,0,0,1,0,0,480042
5506,5506,5507,The Woman in Black 2: Angel of Death,2014,13+,59/100,0,0,1,0,0,288158
5509,5509,5510,About Alex,2014,18+,59/100,0,0,1,0,0,259956
5514,5514,5515,Kill Chain,2020,18+,59/100,0,0,1,0,0,531299
5517,5517,5518,All Nighter,2017,18+,59/100,0,0,1,0,0,352501
5518,5518,5519,Madea's Witness Protection,2012,13+,59/100,0,0,1,0,0,103370
5519,5519,5520,Where Hands Touch,2018,13+,59/100,0,0,1,0,0,426618
5522,5522,5523,Escape Plan 2: Hades,2018,18+,59/100,0,0,1,0,0,440471
5524,5524,5525,Mara,2018,18+,59/100,0,0,1,0,0,158100
5534,5534,5535,Wander,2020,18+,59/100,0,0,1,0,0,646593
5536,5536,5537,At Middleton,2013,18+,59/100,0,0,1,0,0,194722
5539,5539,5540,Madame,2017,16+,59/100,0,0,1,0,0,285118
5542,5542,5543,Hichki,2018,7+,59/100,0,0,1,0,0,493623
5548,5548,5549,The Truth About Emanuel,2014,18+,59/100,0,0,1,0,0,157351
5549,5549,5550,Hatchet III,2013,18+,59/100,0,0,1,0,0,167575
5550,5550,5551,Voice from the Stone,2017,18+,59/100,0,0,1,0,0,301372
5553,5553,5554,Accidentally Engaged,2016,7+,59/100,0,0,1,0,0,417936
5555,5555,5556,Joshy,2016,18+,59/100,0,0,1,0,0,352695
5563,5563,5564,Rupture,2016,18+,58/100,0,0,1,0,0,188191
5565,5565,5566,Syrup,2013,18+,58/100,0,0,1,0,0,72525
5569,5569,5570,Bad Ass,2012,18+,58/100,0,0,1,0,0,94380
5574,5574,5575,In the Blood,2014,18+,58/100,0,0,1,0,0,26631
5575,5575,5576,Being Charlie,2015,18+,58/100,0,0,1,0,0,358895
5577,5577,5578,Creative Control,2016,18+,58/100,0,0,1,0,0,320146
5581,5581,5582,Rendez-Vous,2015,13+,58/100,0,0,1,0,0,34093
5589,5589,5590,Dark River,2018,18+,58/100,0,0,1,0,0,278985
5590,5590,5591,Something from Nothing: The Art of Rap,2012,18+,58/100,0,0,1,0,0,84342
5600,5600,5601,Transit,2012,18+,58/100,0,0,1,0,0,24976
5601,5601,5602,Landline,2017,18+,58/100,0,0,1,0,0,419459
5608,5608,5609,Moonwalkers,2015,18+,58/100,0,0,1,0,0,272548
5609,5609,5610,Small Apartments,2012,18+,58/100,0,0,1,0,0,95755
5614,5614,5615,He's Out There,2018,18+,58/100,0,0,1,0,0,431185
5619,5619,5620,Army of One,2016,18+,58/100,0,0,1,0,0,102434
5620,5620,5621,Gotti,2018,18+,58/100,0,0,1,0,0,14786
5621,5621,5622,East Side Sushi,2014,7+,58/100,0,0,1,0,0,257245
5625,5625,5626,The Intervention,2016,18+,58/100,0,0,1,0,0,275062
5627,5627,5628,Blue Mountain State: The Rise of Thadland,2016,18+,58/100,0,0,1,0,0,288171
5628,5628,5629,Hostile,2018,18+,58/100,0,0,1,0,0,347854
5630,5630,5631,Never Grow Old,2019,18+,58/100,0,0,1,0,0,498743
5631,5631,5632,Chhalaang,2020,16+,58/100,0,0,1,0,0,667585
5632,5632,5633,Force of Nature,2020,18+,58/100,0,0,1,0,0,619592
5634,5634,5635,Fort Bliss,2014,18+,58/100,0,0,1,0,0,263855
5647,5647,5648,Precious Cargo,2016,18+,58/100,0,0,1,0,0,384737
5653,5653,5654,Sebastian Maniscalco: Aren't You Embarrassed?,2014,18+,58/100,0,0,1,0,0,297482
5655,5655,5656,Song One,2014,13+,58/100,0,0,1,0,0,244783
5658,5658,5659,Low Tide,2019,18+,57/100,0,0,1,0,0,129116
5664,5664,5665,Stop at Nothing: The Lance Armstrong Story,2014,13+,57/100,0,0,1,0,0,273997
5669,5669,5670,Generation Wealth,2018,18+,57/100,0,0,1,0,0,493014
5678,5678,5679,Bravetown,2015,18+,57/100,0,0,1,0,0,300666
5679,5679,5680,Hotel Coolgardie,2016,18+,57/100,0,0,1,0,0,400593
5680,5680,5681,Mary J. Blige's My Life,2021,18+,57/100,0,0,1,0,0,835860
5681,5681,5682,Sometimes Always Never,2019,13+,57/100,0,0,1,0,0,542714
5682,5682,5683,Valentine Road,2013,16+,57/100,0,0,1,0,0,159015
5684,5684,5685,In Dubious Battle,2017,18+,57/100,0,0,1,0,0,337844
5688,5688,5689,Falcon Rising,2014,18+,57/100,0,0,1,0,0,270938
5689,5689,5690,Pawn Shop Chronicles,2013,18+,57/100,0,0,1,0,0,199420
5690,5690,5691,The Adventurer: The Curse of the Midas Box,2013,7+,57/100,0,0,1,0,0,227707
5691,5691,5692,Superfast!,2015,13+,57/100,0,0,1,0,0,325358
5692,5692,5693,Exposed,2016,18+,57/100,0,0,1,0,0,107246
5695,5695,5696,Still Mine,2012,13+,57/100,0,0,1,0,0,128215
5709,5709,5710,Romeo & Juliet,2013,13+,57/100,0,0,1,0,0,69793
5710,5710,5711,Möbius,2013,18+,57/100,0,0,1,0,0,170689
5720,5720,5721,Casa De Mi Padre,2012,18+,57/100,0,0,1,0,0,80304
5721,5721,5722,The Poison Rose,2019,18+,57/100,0,0,1,0,0,529983
5726,5726,5727,Stratton,2017,18+,57/100,0,0,1,0,0,348389
5727,5727,5728,Chick Fight,2021,18+,57/100,0,0,1,0,0,682377
5729,5729,5730,Jackie & Ryan,2014,13+,57/100,0,0,1,0,0,289891
5732,5732,5733,Face 2 Face,2017,18+,57/100,0,0,1,0,0,258101
5734,5734,5735,The Lie,2018,18+,57/100,0,0,1,0,0,74830
5740,5740,5741,Close Encounters of the Fifth Kind,2020,7+,57/100,0,0,1,0,0,688335
5741,5741,5742,Whitey: United States of America v. James J. Bulger,2014,18+,57/100,0,0,1,0,0,246743
5752,5752,5753,Bad Match,2017,18+,56/100,0,0,1,0,0,429727
5755,5755,5756,Despite the Falling Snow,2016,13+,56/100,0,0,1,0,0,366901
5757,5757,5758,Demon House,2018,18+,56/100,0,0,1,0,0,474104
5760,5760,5761,A Bride for Christmas,2012,all,56/100,0,0,1,0,0,147132
5762,5762,5763,Tarzan,2013,all,56/100,0,0,1,1,0,37135
5765,5765,5766,Gascoigne,2015,13+,56/100,0,0,1,0,0,343981
5773,5773,5774,Linsanity,2013,7+,56/100,0,0,1,0,0,159142
5774,5774,5775,Complete Unknown,2016,18+,56/100,0,0,1,0,0,365852
5778,5778,5779,The Yellow Birds,2017,18+,56/100,0,0,1,0,0,383585
5780,5780,5781,Diana Vreeland: The Eye Has to Travel,2012,13+,56/100,0,0,1,0,0,82639
5782,5782,5783,Wish You Were Here,2012,18+,56/100,0,0,1,0,0,2092
5786,5786,5787,All Is Bright,2013,18+,56/100,0,0,1,0,0,174311
5787,5787,5788,Girl in Progress,2012,13+,56/100,0,0,1,0,0,82618
5793,5793,5794,Jappeloup,2013,all,56/100,0,0,1,0,0,172106
5795,5795,5796,Summer '03,2018,16+,56/100,0,0,1,0,0,501630
5801,5801,5802,Sharknado,2013,16+,56/100,0,0,1,0,0,205321
5805,5805,5806,Kevin Smith: Silent but Deadly,2018,18+,56/100,0,0,1,0,0,517792
5806,5806,5807,Hawking,2013,18+,56/100,0,0,1,0,0,34843
5815,5815,5816,The Dead Lands,2014,18+,56/100,0,0,1,0,0,283322
5817,5817,5818,My Blind Brother,2016,18+,56/100,0,0,1,0,0,381040
5819,5819,5820,Abigail,2019,7+,56/100,0,0,1,0,0,254599
5820,5820,5821,Alien Code,2017,7+,56/100,0,0,1,0,0,529358
5829,5829,5830,12 Rounds 3: Lockdown,2015,18+,56/100,0,0,1,0,0,351901
5834,5834,5835,Capone,2020,18+,56/100,0,0,1,0,0,18710
5835,5835,5836,Ride,2014,18+,56/100,0,0,1,0,0,24209
5837,5837,5838,Boarding School,2018,18+,56/100,0,0,1,0,0,531145
5841,5841,5842,How to Fall in Love,2012,all,56/100,0,0,1,0,0,158150
5848,5848,5849,Crown Heights,2017,18+,56/100,0,0,1,0,0,195657
5851,5851,5852,Prescription Thugs,2016,13+,56/100,0,0,1,0,0,333375
5855,5855,5856,Changeland,2019,18+,55/100,0,0,1,0,0,575381
5864,5864,5865,Decoding Annie Parker,2014,18+,55/100,0,0,1,0,0,177047
5865,5865,5866,If I Had Wings,2013,7+,55/100,0,0,1,0,0,295581
5867,5867,5868,Think Like a Dog,2020,7+,55/100,0,0,1,0,0,513584
5873,5873,5874,The Glorias,2020,18+,55/100,0,0,1,0,0,519056
5883,5883,5884,Domino,2019,18+,55/100,0,0,1,0,0,9923
5885,5885,5886,Take Care,2014,16+,55/100,0,0,1,0,0,253283
5887,5887,5888,The Cleaning Lady,2018,18+,55/100,0,0,1,0,0,496151
5889,5889,5890,Lady Bloodfight,2016,18+,55/100,0,0,1,0,0,289269
5892,5892,5893,Meeting Evil,2012,18+,55/100,0,0,1,0,0,94204
5893,5893,5894,Naughty or Nice,2012,all,55/100,0,0,1,0,0,145711
5896,5896,5897,Human Flow,2017,13+,55/100,0,0,1,0,0,468213
5898,5898,5899,Sharknado 3: Oh Hell No!,2015,16+,55/100,0,0,1,0,0,331446
5914,5914,5915,Angel of Christmas,2015,all,55/100,0,0,1,0,0,363484
5915,5915,5916,Test,2013,18+,55/100,0,0,1,0,0,226979
5917,5917,5918,American Experience: Tesla,2016,7+,55/100,0,0,1,0,0,472053
5921,5921,5922,Pandemic,2020,18+,55/100,0,0,1,0,0,20371
5923,5923,5924,Dirty 30,2016,13+,55/100,0,0,1,0,0,377492
5925,5925,5926,Ava's Possessions,2015,18+,55/100,0,0,1,0,0,323665
5935,5935,5936,Sharknado 2: The Second One,2014,16+,55/100,0,0,1,0,0,248504
5947,5947,5948,The Runner,2015,18+,54/100,0,0,1,0,0,214412
5952,5952,5953,Maya the Bee Movie,2014,all,54/100,0,0,1,0,0,261103
5959,5959,5960,Cottage Country,2013,16+,54/100,0,0,1,0,0,141733
5963,5963,5964,Permission,2018,18+,54/100,0,0,1,0,0,382395
5964,5964,5965,Son of the South,2021,13+,54/100,0,0,1,0,0,686548
5968,5968,5969,The Fanatic,2019,18+,54/100,0,0,1,0,0,509853
5969,5969,5970,Survive the Night,2020,18+,54/100,0,0,1,0,0,279831
5974,5974,5975,Northmen: A Viking Saga,2014,18+,54/100,0,0,1,0,0,286873
5980,5980,5981,Keith Haring: Street Art Boy,2020,18+,54/100,0,0,1,0,0,713318
5981,5981,5982,The Turning,2013,18+,54/100,0,0,1,0,0,24645
5985,5985,5986,Mine Games,2012,16+,54/100,0,0,1,0,0,126323
5989,5989,5990,Selah and the Spades,2019,18+,54/100,0,0,1,0,0,543727
5994,5994,5995,Saints and Soldiers: Airborne Creed,2012,13+,54/100,0,0,1,0,0,133558
5997,5997,5998,The Aggression Scale,2012,18+,54/100,0,0,1,0,0,94818
6002,6002,6003,Last Rampage,2017,18+,54/100,0,0,1,0,0,423414
6007,6007,6008,23 Blast,2014,13+,54/100,0,0,1,0,0,295588
6010,6010,6011,Abattoir,2016,18+,54/100,0,0,1,0,0,245627
6016,6016,6017,Urge,2016,18+,54/100,0,0,1,0,0,353433
6017,6017,6018,Running for Grace,2018,16+,54/100,0,0,1,0,0,534344
6020,6020,6021,Black Water,2018,18+,54/100,0,0,1,0,0,14138
6021,6021,6022,Vehicle 19,2013,18+,54/100,0,0,1,0,0,180948
6024,6024,6025,Officer Down,2013,18+,54/100,0,0,1,0,0,73310
6031,6031,6032,Be Somebody,2016,7+,54/100,0,0,1,0,0,397517
6034,6034,6035,Love Everlasting,2016,7+,54/100,0,0,1,0,0,426203
6035,6035,6036,M.O.M. Mothers of Monsters,2020,18+,54/100,0,0,1,0,0,675253
6040,6040,6041,Jack Goes Home,2016,18+,53/100,0,0,1,0,0,381935
6047,6047,6048,Trafficked,2017,18+,53/100,0,0,1,0,0,359943
6054,6054,6055,The Ghost Army,2013,7+,53/100,0,0,1,0,0,197276
6060,6060,6061,Eternal Beauty,2020,18+,53/100,0,0,1,0,0,501953
6065,6065,6066,Wild Horses,2015,18+,53/100,0,0,1,0,0,289235
6066,6066,6067,The Boy from Medellín,2020,18+,53/100,0,0,1,0,0,736604
6070,6070,6071,The Corrupted,2019,18+,53/100,0,0,1,0,0,263198
6071,6071,6072,Broken Vows,2016,18+,53/100,0,0,1,0,0,163626
6074,6074,6075,Animals,2012,13+,53/100,0,0,1,0,0,25713
6077,6077,6078,Once I Was a Beehive,2015,7+,53/100,0,0,1,0,0,339928
6078,6078,6079,Bad Ass 2: Bad Asses,2014,18+,53/100,0,0,1,0,0,255268
6079,6079,6080,Social Animals,2018,18+,53/100,0,0,1,0,0,502133
6080,6080,6081,Primal Rage,2018,18+,53/100,0,0,1,0,0,436373
6081,6081,6082,A Mother's Nightmare,2012,16+,53/100,0,0,1,0,0,137776
6083,6083,6084,The Gracefield Incident,2017,13+,53/100,0,0,1,0,0,327253
6084,6084,6085,Green Is Gold,2016,18+,53/100,0,0,1,0,0,404279
6089,6089,6090,Arsenal,2017,18+,53/100,0,0,1,0,0,388202
6090,6090,6091,Survivor's Guide to Prison,2018,18+,53/100,0,0,1,0,0,461234
6093,6093,6094,Sharknado 5: Global Swarming,2017,16+,53/100,0,0,1,0,0,438970
6095,6095,6096,Beyond the Edge,2018,13+,53/100,0,0,1,0,0,211088
6104,6104,6105,In Search of Fellini,2017,18+,53/100,0,0,1,0,0,446697
6105,6105,6106,The Battle Of Chosin,2016,7+,53/100,0,0,1,0,0,463607
6107,6107,6108,The Last Descent,2016,7+,53/100,0,0,1,0,0,412605
6113,6113,6114,More Beautiful for Having Been Broken,2020,7+,53/100,0,0,1,0,0,566656
6117,6117,6118,The Curse of Sleeping Beauty,2016,16+,53/100,0,0,1,0,0,388440
6120,6120,6121,Storage 24,2012,18+,53/100,0,0,1,0,0,114958
6125,6125,6126,Gnaw,2017,18+,53/100,0,0,1,0,0,17910
6126,6126,6127,Saving Zoë,2019,18+,53/100,0,0,1,0,0,602198
6127,6127,6128,Broil,2020,16+,53/100,0,0,1,0,0,669770
6129,6129,6130,Coming Through the Rye,2016,13+,52/100,0,0,1,0,0,301339
6134,6134,6135,A Wife's Nightmare,2014,7+,52/100,0,0,1,0,0,314127
6139,6139,6140,Indigenous,2014,18+,52/100,0,0,1,0,0,265018
6143,6143,6144,"You, Me and Him",2018,18+,52/100,0,0,1,0,0,465026
6144,6144,6145,Desert Dancer,2014,13+,52/100,0,0,1,0,0,266102
6149,6149,6150,Branded,2012,18+,52/100,0,0,1,0,0,112090
6152,6152,6153,The Last Sharknado: It's About Time,2018,16+,52/100,0,0,1,0,0,523849
6153,6153,6154,A Snow Capped Christmas,2016,all,52/100,0,0,1,0,0,426473
6157,6157,6158,Be Afraid,2017,16+,52/100,0,0,1,0,0,448252
6163,6163,6164,The Wedding Year,2019,18+,52/100,0,0,1,0,0,521844
6169,6169,6170,The True Adventures of Wolfboy,2019,13+,52/100,0,0,1,0,0,509932
6175,6175,6176,Saints and Soldiers: The Void,2014,13+,52/100,0,0,1,0,0,294690
6178,6178,6179,The Lady Vanishes,2013,7+,52/100,0,0,1,0,0,940
6183,6183,6184,Sophie and the Rising Sun,2016,18+,52/100,0,0,1,0,0,371743
6184,6184,6185,Crazy Kind of Love,2013,18+,52/100,0,0,1,0,0,191566
6185,6185,6186,TransMilitary,2018,16+,52/100,0,0,1,0,0,502135
6186,6186,6187,Max Cloud,2020,13+,52/100,0,0,1,0,0,647781
6192,6192,6193,RX 100,2018,all,52/100,0,0,1,0,0,535369
6197,6197,6198,Bad Ben,2016,18+,52/100,0,0,1,0,0,881502
6200,6200,6201,Free Ride,2013,18+,52/100,0,0,1,0,0,240881
6203,6203,6204,Four Kids and It,2020,7+,52/100,0,0,1,0,0,555457
6208,6208,6209,Lethal Seduction,2015,16+,52/100,0,0,1,0,0,29686
6209,6209,6210,The Ultimate Life,2013,7+,52/100,0,0,1,0,0,195757
6219,6219,6220,Death Clique,2014,7+,52/100,0,0,1,0,0,33876
6220,6220,6221,Night Comes On,2018,18+,52/100,0,0,1,0,0,489998
